,Date,Close,Bitcoins_in_circulation,BlockSize,TransactionsPerBlock
37,18-Mar-09,0.0,395500.0,0.0,1.0
38,20-Mar-09,0.0,407500.0,0.0,1.0
39,22-Mar-09,0.0,416100.0,0.0,1.0
40,24-Mar-09,0.0,427950.0,0.0,1.0
41,26-Mar-09,0.0,439400.0,0.0,1.0
42,28-Mar-09,0.0,450850.0,0.0,1.0
43,30-Mar-09,0.0,462700.0,0.0,1.0
44,1-Apr-09,0.0,473700.0,0.0,1.0
45,3-Apr-09,0.0,485350.0,0.0,1.0
46,5-Apr-09,0.0,497450.0,0.0,1.0
47,7-Apr-09,0.0,508150.0,0.0,1.0
48,9-Apr-09,0.0,518300.0,0.0,1.0
49,11-Apr-09,0.0,529550.0,0.0,1.0
50,13-Apr-09,0.0,541050.0,0.0,1.0
51,15-Apr-09,0.0,553000.0,0.0,1.0
52,17-Apr-09,0.0,564900.0,0.0,1.0
53,19-Apr-09,0.0,576950.0,0.0,1.0
54,21-Apr-09,0.0,588950.0,0.0,1.0
55,23-Apr-09,0.0,599000.0,0.0,1.0
56,25-Apr-09,0.0,610750.0,0.0,1.0
57,27-Apr-09,0.0,621450.0,0.0,1.0
58,29-Apr-09,0.0,633450.0,0.0,1.0
59,1-May-09,0.0,646200.0,0.0,1.0
60,3-May-09,0.0,658050.0,0.0,1.0
61,5-May-09,0.0,670750.0,0.0,1.0
62,7-May-09,0.0,683650.0,0.0,1.0
63,9-May-09,0.0,694300.0,0.0,1.0
64,11-May-09,0.0,703350.0,0.0,1.0
65,13-May-09,0.0,715450.0,0.0,1.0
66,15-May-09,0.0,729250.0,0.0,1.0
67,17-May-09,0.0,741200.0,0.0,1.0
68,19-May-09,0.0,752400.0,0.0,1.0
69,21-May-09,0.0,762050.0,0.0,1.0
70,23-May-09,0.0,766550.0,0.0,1.0
71,25-May-09,0.0,776950.0,0.0,1.0
72,27-May-09,0.0,788850.0,0.0,1.0
73,29-May-09,0.0,799350.0,0.0,1.0
74,31-May-09,0.0,810400.0,0.0,1.0
75,2-Jun-09,0.0,818500.0,0.0,1.0
76,4-Jun-09,0.0,825350.0,0.0,1.0
77,6-Jun-09,0.0,829400.0,0.0,1.0
78,8-Jun-09,0.0,833200.0,0.0,1.0
79,10-Jun-09,0.0,842050.0,0.0,1.0
80,12-Jun-09,0.0,851250.0,0.0,1.0
81,14-Jun-09,0.0,858450.0,0.0,1.0
82,16-Jun-09,0.0,866200.0,0.0,1.0
83,18-Jun-09,0.0,874100.0,0.0,1.0
84,20-Jun-09,0.0,882650.0,0.0,1.0
85,22-Jun-09,0.0,890400.0,0.0,1.0
86,24-Jun-09,0.0,898450.0,0.0,1.0
87,26-Jun-09,0.0,906600.0,0.0,1.0
88,28-Jun-09,0.0,913400.0,0.0,1.0
89,30-Jun-09,0.0,921550.0,0.0,1.0
