,Date,Close,Bitcoins_in_circulation,BlockSize,TransactionsPerBlock
500,30-Sep-11,5.35,7376800.0,449.0,45.0
501,2-Oct-11,5.16,7390150.0,453.0,43.0
502,4-Oct-11,5.03,7403150.0,457.0,45.0
503,6-Oct-11,4.93,7416650.0,461.0,55.0
504,8-Oct-11,4.59,7429500.0,465.0,52.0
505,10-Oct-11,4.26,7441550.0,469.0,43.0
506,12-Oct-11,4.21,7452800.0,473.0,49.0
507,14-Oct-11,4.11,7464000.0,477.0,36.0
508,16-Oct-11,3.9,7477200.0,481.0,38.0
509,18-Oct-11,2.9,7489200.0,485.0,51.0
510,20-Oct-11,2.42,7500950.0,488.0,40.0
511,22-Oct-11,3.3,7512550.0,491.0,41.0
512,24-Oct-11,3.2,7523950.0,495.0,48.0
513,26-Oct-11,2.88,7535900.0,499.0,36.0
514,28-Oct-11,3.26,7546750.0,502.0,38.0
515,30-Oct-11,3.65,7557550.0,505.0,46.0
516,1-Nov-11,3.35,7571700.0,509.0,33.0
517,3-Nov-11,3.3,7585600.0,513.0,42.0
518,5-Nov-11,3.21,7600250.0,517.0,43.0
519,7-Nov-11,3.03,7614200.0,521.0,39.0
520,9-Nov-11,3.11,7629400.0,525.0,41.0
521,11-Nov-11,3.0,7642750.0,529.0,44.0
522,13-Nov-11,3.1,7656850.0,533.0,36.0
523,15-Nov-11,2.69,7672300.0,537.0,37.0
524,17-Nov-11,2.6,7686200.0,541.0,39.0
525,19-Nov-11,2.3,7699200.0,545.0,44.0
526,21-Nov-11,2.29,7712350.0,549.0,39.0
527,23-Nov-11,2.38,7725650.0,553.0,47.0
528,25-Nov-11,2.56,7737750.0,557.0,43.0
529,27-Nov-11,2.5,7749800.0,560.0,40.0
530,29-Nov-11,2.98,7762950.0,565.0,38.0
531,1-Dec-11,3.14,7779500.0,570.0,44.0
532,3-Dec-11,3.13,7794850.0,574.0,37.0
533,5-Dec-11,2.93,7809700.0,578.0,36.0
534,7-Dec-11,3.08,7825000.0,583.0,36.0
535,9-Dec-11,3.04,7840250.0,587.0,35.0
536,11-Dec-11,3.38,7855350.0,591.0,42.0
537,13-Dec-11,3.3,7868500.0,595.0,31.0
538,15-Dec-11,3.19,7881850.0,599.0,49.0
539,17-Dec-11,3.23,7895350.0,603.0,42.0
540,19-Dec-11,3.7,7910250.0,607.0,35.0
541,21-Dec-11,4.11,7924750.0,612.0,31.0
542,23-Dec-11,3.95,7939250.0,616.0,33.0
543,25-Dec-11,4.39,7954550.0,619.0,39.0
544,27-Dec-11,4.06,7971100.0,623.0,30.0
545,29-Dec-11,4.33,7985600.0,627.0,34.0
546,31-Dec-11,5.0,8000050.0,631.0,47.0
547,2-Jan-12,5.5,8015100.0,636.0,34.0
548,4-Jan-12,5.61,8030900.0,640.0,37.0
549,6-Jan-12,7.22,8046750.0,646.0,47.0
550,8-Jan-12,7.2,8063850.0,652.0,55.0
551,10-Jan-12,6.89,8079200.0,658.0,45.0
552,12-Jan-12,7.0,8095100.0,665.0,41.0
553,14-Jan-12,6.75,8109300.0,670.0,47.0
554,16-Jan-12,7.19,8124600.0,676.0,37.0
555,18-Jan-12,6.95,8139600.0,681.0,34.0
556,20-Jan-12,6.58,8153300.0,687.0,51.0
557,22-Jan-12,6.39,8168750.0,692.0,47.0
558,24-Jan-12,6.52,8184050.0,697.0,39.0
559,26-Jan-12,6.2,8198300.0,702.0,40.0
560,28-Jan-12,5.75,8213000.0,707.0,42.0
561,30-Jan-12,5.6,8229450.0,712.0,46.0
562,1-Feb-12,5.64,8244100.0,717.0,43.0
563,3-Feb-12,6.15,8260250.0,723.0,50.0
564,5-Feb-12,5.96,8275250.0,728.0,58.0
565,7-Feb-12,5.71,8289800.0,732.0,46.0
566,9-Feb-12,5.8,8303600.0,737.0,71.0
567,11-Feb-12,6.0,8317850.0,743.0,71.0
568,13-Feb-12,5.72,8333200.0,749.0,38.0
569,15-Feb-12,4.88,8347100.0,757.0,41.0
570,17-Feb-12,4.77,8360650.0,764.0,45.0
571,19-Feb-12,4.33,8377250.0,768.0,49.0
572,21-Feb-12,4.44,8390950.0,772.0,38.0
573,23-Feb-12,4.92,8407200.0,778.0,44.0
574,25-Feb-12,5.07,8422800.0,784.0,43.0
575,27-Feb-12,5.1,8438300.0,789.0,47.0
576,29-Feb-12,4.9,8455100.0,795.0,50.0
577,2-Mar-12,4.99,8469550.0,801.0,44.0
578,4-Mar-12,4.9,8482000.0,805.0,39.0
579,6-Mar-12,5.05,8496000.0,811.0,38.0
580,8-Mar-12,5.0,8511250.0,817.0,44.0
581,10-Mar-12,4.94,8528200.0,822.0,50.0
582,12-Mar-12,4.96,8543300.0,826.0,43.0
583,14-Mar-12,5.44,8557800.0,833.0,42.0
584,16-Mar-12,5.4,8571400.0,838.0,43.0
585,18-Mar-12,5.38,8587800.0,843.0,48.0
586,20-Mar-12,4.98,8603100.0,848.0,37.0
587,22-Mar-12,4.88,8619000.0,854.0,42.0
588,24-Mar-12,4.75,8634100.0,858.0,54.0
589,26-Mar-12,4.74,8650050.0,863.0,38.0
590,28-Mar-12,4.85,8665400.0,868.0,47.0
591,30-Mar-12,4.83,8679850.0,874.0,53.0
592,1-Apr-12,4.93,8695500.0,878.0,56.0
593,3-Apr-12,5.01,8708250.0,883.0,41.0
594,5-Apr-12,4.94,8721250.0,889.0,58.0
595,7-Apr-12,4.98,8734000.0,894.0,61.0
596,9-Apr-12,4.8,8748850.0,898.0,59.0
597,11-Apr-12,4.89,8763150.0,904.0,58.0
598,13-Apr-12,4.94,8776350.0,910.0,66.0
599,15-Apr-12,4.98,8788850.0,916.0,51.0
600,17-Apr-12,5.02,8802600.0,923.0,45.0
601,19-Apr-12,5.19,8816500.0,930.0,60.0
602,21-Apr-12,5.48,8831600.0,937.0,65.0
603,23-Apr-12,5.22,8846450.0,943.0,45.0
604,25-Apr-12,5.16,8859500.0,949.0,53.0
605,27-Apr-12,5.14,8873500.0,956.0,60.0
606,29-Apr-12,5.02,8889600.0,962.0,92.0
607,1-May-12,5.0,8907000.0,969.0,72.0
608,3-May-12,5.18,8923000.0,978.0,92.0
609,5-May-12,5.15,8938550.0,989.0,88.0
610,7-May-12,5.09,8955700.0,1002.0,160.0
611,9-May-12,5.1,8973200.0,1017.0,195.0
612,11-May-12,5.03,8986550.0,1028.0,175.0
613,13-May-12,5.0,9000000.0,1043.0,151.0
614,15-May-12,5.09,9013700.0,1064.0,234.0
615,17-May-12,5.13,9025200.0,1080.0,216.0
616,19-May-12,5.14,9039700.0,1105.0,192.0
617,21-May-12,5.15,9053400.0,1131.0,177.0
618,23-May-12,5.16,9065300.0,1153.0,235.0
619,25-May-12,5.15,9077850.0,1176.0,214.0
620,27-May-12,5.15,9092800.0,1196.0,163.0
621,29-May-12,5.16,9106500.0,1224.0,168.0
622,31-May-12,5.19,9119800.0,1244.0,333.0
623,2-Jun-12,5.28,9135150.0,1263.0,242.0
624,4-Jun-12,5.28,9150600.0,1293.0,188.0
625,6-Jun-12,5.47,9165850.0,1321.0,229.0
626,8-Jun-12,5.66,9179550.0,1345.0,321.0
627,10-Jun-12,5.62,9196400.0,1375.0,361.0
628,12-Jun-12,5.7,9211100.0,1400.0,247.0
629,14-Jun-12,5.95,9226500.0,1447.0,209.0
630,16-Jun-12,6.6,9242450.0,1494.0,217.0
631,18-Jun-12,6.47,9258450.0,1528.0,133.0
632,20-Jun-12,6.65,9274350.0,1561.0,169.0
633,22-Jun-12,6.8,9287500.0,1585.0,189.0
634,24-Jun-12,6.59,9302600.0,1604.0,159.0
635,26-Jun-12,6.45,9317650.0,1629.0,136.0
636,28-Jun-12,6.67,9332500.0,1654.0,158.0
637,30-Jun-12,6.69,9346600.0,1672.0,160.0
638,2-Jul-12,6.75,9361550.0,1689.0,153.0
639,4-Jul-12,6.55,9376750.0,1707.0,153.0
640,6-Jul-12,6.73,9391250.0,1725.0,220.0
641,8-Jul-12,6.87,9407450.0,1744.0,145.0
642,10-Jul-12,7.24,9423250.0,1769.0,173.0
643,12-Jul-12,7.32,9437650.0,1793.0,196.0
644,14-Jul-12,7.69,9453150.0,1814.0,217.0
645,16-Jul-12,8.29,9468000.0,1838.0,250.0
646,18-Jul-12,9.4,9484400.0,1867.0,239.0
647,20-Jul-12,9.23,9498500.0,1896.0,189.0
648,22-Jul-12,9.0,9512950.0,1924.0,157.0
649,24-Jul-12,8.96,9528500.0,1951.0,226.0
650,26-Jul-12,8.9,9545100.0,1976.0,271.0
651,28-Jul-12,8.93,9562000.0,2000.0,210.0
652,30-Jul-12,9.15,9578500.0,2030.0,187.0
653,1-Aug-12,9.54,9592200.0,2060.0,255.0
654,3-Aug-12,11.12,9608550.0,2086.0,228.0
655,5-Aug-12,11.19,9623300.0,2111.0,166.0
656,7-Aug-12,11.04,9637800.0,2136.0,199.0
657,9-Aug-12,12.0,9654250.0,2164.0,230.0
658,11-Aug-12,11.6,9670350.0,2186.0,319.0
659,13-Aug-12,11.87,9686450.0,2219.0,261.0
660,15-Aug-12,12.67,9703150.0,2256.0,191.0
661,17-Aug-12,15.4,9718000.0,2293.0,272.0
662,19-Aug-12,12.0,9733300.0,2326.0,198.0
663,21-Aug-12,10.3,9751800.0,2358.0,173.0
664,23-Aug-12,10.25,9767500.0,2387.0,205.0
665,25-Aug-12,10.25,9781850.0,2413.0,198.0
666,27-Aug-12,12.15,9798100.0,2438.0,257.0
667,29-Aug-12,11.21,9813900.0,2463.0,228.0
668,31-Aug-12,10.84,9828950.0,2493.0,230.0
669,2-Sep-12,10.19,9844750.0,2523.0,188.0
670,4-Sep-12,10.59,9860150.0,2556.0,196.0
671,6-Sep-12,11.17,9878450.0,2591.0,239.0
672,8-Sep-12,11.21,9894050.0,2619.0,192.0
673,10-Sep-12,11.13,9908900.0,2644.0,212.0
674,12-Sep-12,11.38,9923850.0,2672.0,144.0
675,14-Sep-12,11.75,9939200.0,2699.0,224.0
676,16-Sep-12,11.99,9953850.0,2724.0,183.0
677,18-Sep-12,12.09,9971000.0,2748.0,162.0
678,20-Sep-12,12.69,9985500.0,2776.0,159.0
679,22-Sep-12,12.44,10002250.0,2801.0,211.0
680,24-Sep-12,12.3,10017500.0,2826.0,157.0
681,26-Sep-12,12.28,10032100.0,2849.0,160.0
682,28-Sep-12,12.44,10047450.0,2875.0,233.0
683,30-Sep-12,12.47,10063450.0,2897.0,253.0
684,2-Oct-12,12.88,10077650.0,2922.0,231.0
685,4-Oct-12,13.09,10091250.0,2951.0,247.0
686,6-Oct-12,12.9,10105150.0,2981.0,217.0
687,8-Oct-12,12.08,10120300.0,3013.0,255.0
688,10-Oct-12,12.15,10135000.0,3043.0,189.0
689,12-Oct-12,12.15,10149450.0,3067.0,232.0
690,14-Oct-12,12.0,10163650.0,3096.0,179.0
691,16-Oct-12,11.99,10179100.0,3126.0,251.0
692,18-Oct-12,11.96,10193900.0,3156.0,292.0
693,20-Oct-12,11.85,10208750.0,3183.0,203.0
694,22-Oct-12,11.81,10224950.0,3215.0,98.0
695,24-Oct-12,11.82,10239600.0,3249.0,121.0
696,26-Oct-12,11.1,10254550.0,3272.0,205.0
697,28-Oct-12,10.61,10271900.0,3288.0,189.0
698,30-Oct-12,10.85,10287250.0,3311.0,141.0
699,1-Nov-12,11.28,10300950.0,3336.0,206.0
700,3-Nov-12,10.6,10315350.0,3359.0,215.0
701,5-Nov-12,10.9,10331000.0,3384.0,166.0
702,7-Nov-12,11.22,10345650.0,3414.0,174.0
703,9-Nov-12,11.07,10361000.0,3441.0,202.0
704,11-Nov-12,10.94,10375600.0,3463.0,264.0
705,13-Nov-12,11.13,10389450.0,3485.0,208.0
706,15-Nov-12,11.11,10403450.0,3514.0,236.0
707,17-Nov-12,11.8,10417550.0,3548.0,224.0
708,19-Nov-12,11.8,10431650.0,3578.0,180.0
709,21-Nov-12,11.78,10447300.0,3614.0,218.0
710,23-Nov-12,12.43,10461900.0,3644.0,216.0
711,25-Nov-12,12.6,10477050.0,3672.0,219.0
712,27-Nov-12,12.53,10492600.0,3702.0,136.0
713,29-Nov-12,12.6,10504650.0,3736.0,252.0
714,1-Dec-12,12.69,10511875.0,3764.0,260.0
715,3-Dec-12,12.68,10519400.0,3783.0,235.0
716,5-Dec-12,13.5,10525175.0,3811.0,270.0
717,7-Dec-12,13.68,10531850.0,3843.0,273.0
718,9-Dec-12,13.53,10538475.0,3871.0,398.0
719,11-Dec-12,13.64,10545650.0,3905.0,295.0
720,13-Dec-12,13.8,10552275.0,3939.0,369.0
721,15-Dec-12,13.77,10557825.0,3972.0,334.0
722,17-Dec-12,13.5,10563850.0,4004.0,361.0
723,19-Dec-12,13.4,10570575.0,4046.0,292.0
724,21-Dec-12,13.65,10576300.0,4079.0,248.0
725,23-Dec-12,13.49,10583350.0,4117.0,269.0
726,25-Dec-12,13.45,10589600.0,4146.0,273.0
727,27-Dec-12,13.47,10597225.0,4182.0,174.0
728,29-Dec-12,13.67,10604975.0,4221.0,258.0
729,31-Dec-12,13.59,10613175.0,4255.0,261.0
730,2-Jan-13,13.4,10621175.0,4284.0,244.0
731,4-Jan-13,13.49,10628700.0,4323.0,323.0
732,6-Jan-13,13.53,10635975.0,4353.0,451.0
733,8-Jan-13,13.83,10643750.0,4387.0,383.0
734,10-Jan-13,14.32,10650750.0,4430.0,359.0
735,12-Jan-13,14.35,10656750.0,4473.0,390.0
736,14-Jan-13,14.3,10663650.0,4512.0,400.0
737,16-Jan-13,14.69,10669900.0,4553.0,283.0
738,18-Jan-13,15.99,10676100.0,4598.0,360.0
739,20-Jan-13,15.89,10682925.0,4640.0,331.0
740,22-Jan-13,17.59,10689775.0,4676.0,351.0
741,24-Jan-13,19.19,10696825.0,4722.0,330.0
742,26-Jan-13,17.62,10704050.0,4767.0,242.0
743,28-Jan-13,18.45,10711550.0,4814.0,365.0
744,30-Jan-13,19.7,10719225.0,4861.0,326.0
745,1-Feb-13,21.3,10727800.0,4907.0,290.0
746,3-Feb-13,20.68,10735950.0,4958.0,433.0
747,5-Feb-13,20.79,10744650.0,5006.0,349.0
748,7-Feb-13,22.15,10752200.0,5051.0,411.0
749,9-Feb-13,23.7,10759400.0,5102.0,328.0
750,11-Feb-13,24.2,10767475.0,5153.0,270.0
751,13-Feb-13,26.1,10774975.0,5205.0,287.0
752,15-Feb-13,27.0,10783475.0,5256.0,333.0
753,17-Feb-13,25.61,10792850.0,5302.0,365.0
754,19-Feb-13,28.79,10801025.0,5348.0,352.0
755,21-Feb-13,29.8,10810275.0,5402.0,400.0
756,23-Feb-13,29.28,10818350.0,5455.0,356.0
757,25-Feb-13,30.25,10827325.0,5509.0,404.0
758,27-Feb-13,31.4,10836275.0,5564.0,367.0
759,1-Mar-13,34.88,10844500.0,5622.0,410.0
760,3-Mar-13,34.1,10852050.0,5672.0,443.0
761,5-Mar-13,40.04,10860175.0,5727.0,385.0
762,7-Mar-13,42.49,10868025.0,5788.0,376.0
763,9-Mar-13,46.01,10875925.0,5840.0,318.0
764,11-Mar-13,47.74,10885200.0,5905.0,246.0
765,13-Mar-13,46.8,10892000.0,5952.0,220.0
766,15-Mar-13,47.25,10900875.0,6008.0,227.0
767,17-Mar-13,47.44,10910350.0,6046.0,267.0
768,19-Mar-13,57.76,10919750.0,6087.0,229.0
769,21-Mar-13,73.8,10930000.0,6133.0,302.0
770,23-Mar-13,63.0,10940875.0,6191.0,319.0
771,25-Mar-13,73.89,10949700.0,6239.0,360.0
772,27-Mar-13,88.9,10956750.0,6287.0,240.0
773,29-Mar-13,89.05,10965775.0,6349.0,366.0
774,31-Mar-13,92.5,10973850.0,6406.0,389.0
775,2-Apr-13,108.73,10983675.0,6463.0,363.0
776,4-Apr-13,132.0,10992125.0,6530.0,365.0
777,6-Apr-13,142.5,10999925.0,6584.0,412.0
778,8-Apr-13,184.0,11008200.0,6647.0,348.0
779,10-Apr-13,198.0,11017000.0,6709.0,345.0
780,12-Apr-13,76.49,11025425.0,6773.0,336.0
781,14-Apr-13,91.0,11033475.0,6822.0,462.0
782,16-Apr-13,91.0,11042050.0,6879.0,259.0
783,18-Apr-13,96.5,11050300.0,6930.0,360.0
784,20-Apr-13,123.86,11057050.0,6981.0,384.0
785,22-Apr-13,123.52,11065450.0,7025.0,303.0
786,24-Apr-13,153.2,11073800.0,7086.0,276.0
787,26-Apr-13,135.6,11082075.0,7142.0,357.0
788,28-Apr-13,135.99,11090225.0,7186.0,379.0
789,30-Apr-13,139.11,11098475.0,7238.0,320.0
790,2-May-13,105.0,11105600.0,7288.0,336.0
791,4-May-13,111.99,11113125.0,7339.0,399.0
792,6-May-13,120.95,11121050.0,7389.0,402.0
793,8-May-13,113.95,11129525.0,7443.0,345.0
794,10-May-13,117.68,11137850.0,7505.0,451.0
795,12-May-13,114.32,11146675.0,7570.0,378.0
796,14-May-13,119.0,11154850.0,7628.0,305.0
797,16-May-13,115.09,11162150.0,7689.0,366.0
798,18-May-13,123.75,11169850.0,7742.0,340.0
799,20-May-13,122.65,11177150.0,7786.0,324.0
800,22-May-13,122.64,11185025.0,7838.0,304.0
801,24-May-13,131.5,11193100.0,7890.0,326.0
802,26-May-13,134.05,11201425.0,7937.0,309.0
803,28-May-13,128.32,11209775.0,7987.0,250.0
804,30-May-13,131.0,11218200.0,8040.0,286.0
805,1-Jun-13,129.2,11227800.0,8092.0,314.0
806,3-Jun-13,120.0,11238125.0,8141.0,285.0
807,5-Jun-13,122.41,11248425.0,8195.0,235.0
808,7-Jun-13,110.3,11256900.0,8247.0,232.0
809,9-Jun-13,98.47,11265275.0,8290.0,279.0
810,11-Jun-13,108.0,11274175.0,8332.0,214.0
811,13-Jun-13,109.0,11284000.0,8373.0,322.0
812,15-Jun-13,101.97,11292700.0,8414.0,338.0
813,17-Jun-13,100.53,11301225.0,8451.0,247.0
814,19-Jun-13,107.84,11308000.0,8493.0,286.0
815,21-Jun-13,111.0,11315975.0,8540.0,241.0
816,23-Jun-13,107.68,11324675.0,8578.0,287.0
817,25-Jun-13,103.87,11331950.0,8617.0,201.0
818,27-Jun-13,102.79,11340825.0,8658.0,275.0
819,29-Jun-13,95.85,11349050.0,8698.0,203.0
820,1-Jul-13,91.0,11356975.0,8728.0,196.0
821,3-Jul-13,82.8,11365275.0,8762.0,198.0
822,5-Jul-13,67.86,11373950.0,8793.0,230.0
823,7-Jul-13,70.94,11383325.0,8823.0,303.0
824,9-Jul-13,76.33,11393000.0,8859.0,209.0
825,11-Jul-13,87.15,11402075.0,8896.0,236.0
826,13-Jul-13,96.0,11409975.0,8938.0,239.0
827,15-Jul-13,98.38,11418325.0,8971.0,179.0
828,17-Jul-13,97.97,11426650.0,9006.0,206.0
829,19-Jul-13,93.41,11435175.0,9041.0,259.0
830,21-Jul-13,88.94,11444725.0,9073.0,232.0
831,23-Jul-13,95.4,11452850.0,9107.0,187.0
832,25-Jul-13,96.2,11460125.0,9144.0,216.0
833,27-Jul-13,95.2,11468700.0,9179.0,247.0
834,29-Jul-13,101.04,11477275.0,9214.0,274.0
835,31-Jul-13,104.96,11486875.0,9257.0,249.0
836,2-Aug-13,105.5,11496250.0,9302.0,325.0
837,4-Aug-13,104.67,11505000.0,9344.0,255.0
838,6-Aug-13,106.88,11514525.0,9388.0,191.0
839,8-Aug-13,101.9,11523975.0,9438.0,278.0
840,10-Aug-13,102.62,11534150.0,9484.0,353.0
841,12-Aug-13,104.99,11545225.0,9526.0,316.0
842,14-Aug-13,100.03,11553875.0,9576.0,392.0
843,16-Aug-13,98.51,11562350.0,9633.0,307.0
844,18-Aug-13,99.02,11571950.0,9681.0,278.0
845,20-Aug-13,104.59,11580925.0,9741.0,315.0
846,22-Aug-13,111.01,11591275.0,9794.0,354.0
847,24-Aug-13,108.79,11601300.0,9845.0,310.0
848,26-Aug-13,111.8,11608950.0,9890.0,244.0
849,28-Aug-13,119.25,11617425.0,9946.0,214.0
850,30-Aug-13,124.79,11627225.0,9999.0,293.0
851,1-Sep-13,130.82,11638150.0,10043.0,333.0
852,3-Sep-13,130.45,11648650.0,10089.0,311.0
853,5-Sep-13,124.51,11657075.0,10136.0,287.0
854,7-Sep-13,120.15,11665900.0,10187.0,245.0
855,9-Sep-13,121.66,11674450.0,10231.0,218.0
856,11-Sep-13,124.1,11684125.0,10275.0,298.0
857,13-Sep-13,128.29,11694575.0,10320.0,426.0
858,15-Sep-13,125.46,11704550.0,10362.0,305.0
859,17-Sep-13,127.56,11713200.0,10414.0,255.0
860,19-Sep-13,124.1,11721850.0,10468.0,316.0
861,21-Sep-13,123.5,11731350.0,10518.0,317.0
862,23-Sep-13,123.02,11742025.0,10567.0,261.0
863,25-Sep-13,124.18,11752400.0,10620.0,256.0
864,27-Sep-13,125.6,11761075.0,10668.0,349.0
865,29-Sep-13,128.1,11769550.0,10708.0,307.0
866,1-Oct-13,127.11,11778550.0,10751.0,221.0
867,3-Oct-13,116.95,11788075.0,10810.0,274.0
868,5-Oct-13,121.51,11797800.0,10856.0,296.0
869,7-Oct-13,123.6,11806675.0,10897.0,252.0
870,9-Oct-13,126.08,11815150.0,10939.0,216.0
871,11-Oct-13,126.84,11824450.0,10990.0,237.0
872,13-Oct-13,129.74,11835100.0,11038.0,349.0
873,15-Oct-13,139.24,11847750.0,11092.0,230.0
874,17-Oct-13,143.33,11857700.0,11139.0,260.0
875,19-Oct-13,165.05,11867500.0,11193.0,302.0
876,21-Oct-13,177.07,11877925.0,11246.0,248.0
877,23-Oct-13,199.95,11889425.0,11307.0,271.0
878,25-Oct-13,172.81,11900650.0,11372.0,244.0
879,27-Oct-13,189.06,11910050.0,11418.0,254.0
880,29-Oct-13,202.09,11918450.0,11464.0,182.0
881,31-Oct-13,201.61,11928575.0,11514.0,300.0
882,2-Nov-13,204.15,11938750.0,11560.0,380.0
883,4-Nov-13,225.1,11948650.0,11601.0,407.0
884,6-Nov-13,258.23,11956950.0,11658.0,279.0
885,8-Nov-13,325.56,11964125.0,11718.0,335.0
886,10-Nov-13,296.91,11971875.0,11778.0,380.0
887,12-Nov-13,353.95,11981475.0,11833.0,248.0
888,14-Nov-13,416.5,11990400.0,11896.0,602.0
889,16-Nov-13,433.53,11999375.0,11950.0,479.0
890,18-Nov-13,583.16,12008300.0,12011.0,463.0
891,20-Nov-13,595.0,12016250.0,12098.0,399.0
892,22-Nov-13,761.0,12024100.0,12177.0,549.0
893,24-Nov-13,833.16,12032450.0,12244.0,488.0
894,26-Nov-13,844.9,12041050.0,12315.0,344.0
895,28-Nov-13,1009.0,12049750.0,12405.0,411.0
896,30-Nov-13,1119.96,12058375.0,12485.0,497.0
897,2-Dec-13,992.27,12067325.0,12554.0,391.0
898,4-Dec-13,1151.0,12076500.0,12630.0,293.0
899,6-Dec-13,894.0,12086050.0,12707.0,432.0
900,8-Dec-13,722.99,12095325.0,12766.0,360.0
901,10-Dec-13,936.98,12105225.0,12830.0,291.0
902,12-Dec-13,845.75,12113325.0,12891.0,363.0
903,14-Dec-13,864.7,12122475.0,12954.0,318.0
904,16-Dec-13,709.0,12131750.0,13017.0,362.0
905,18-Dec-13,576.16,12141925.0,13094.0,327.0
906,20-Dec-13,660.0,12152375.0,13159.0,331.0
907,22-Dec-13,637.0,12160600.0,13215.0,315.0
908,24-Dec-13,647.27,12168725.0,13271.0,326.0
909,26-Dec-13,734.42,12177500.0,13328.0,309.0
910,28-Dec-13,701.61,12185975.0,13381.0,331.0
911,30-Dec-13,739.1,12194575.0,13440.0,364.0
912,1-Jan-14,746.9,12203800.0,13488.0,381.0
913,3-Jan-14,806.21,12211525.0,13545.0,319.0
914,5-Jan-14,896.0,12219725.0,13602.0,280.0
915,7-Jan-14,867.38,12228825.0,13671.0,259.0
916,9-Jan-14,809.17,12238275.0,13730.0,360.0
917,11-Jan-14,891.85,12248500.0,13787.0,287.0
918,13-Jan-14,807.83,12258325.0,13840.0,326.0
919,15-Jan-14,847.7,12266450.0,13897.0,321.0
920,17-Jan-14,793.0,12275275.0,13954.0,349.0
921,19-Jan-14,833.0,12283950.0,14004.0,346.0
922,21-Jan-14,822.56,12292825.0,14072.0,322.0
923,23-Jan-14,813.02,12302025.0,14137.0,395.0
924,25-Jan-14,806.0,12310800.0,14197.0,380.0
925,27-Jan-14,777.0,12318825.0,14254.0,288.0
926,29-Jan-14,803.6,12326925.0,14316.0,303.0
927,31-Jan-14,802.5,12335525.0,14377.0,397.0
928,2-Feb-14,819.57,12344900.0,14434.0,435.0
929,4-Feb-14,809.05,12353975.0,14502.0,392.0
930,6-Feb-14,778.0,12362425.0,14577.0,376.0
931,8-Feb-14,707.0,12370925.0,14650.0,371.0
932,10-Feb-14,665.0,12378525.0,14712.0,356.0
933,12-Feb-14,667.01,12386875.0,14784.0,344.0
934,14-Feb-14,672.1,12396150.0,14866.0,347.0
935,16-Feb-14,623.5,12405475.0,14929.0,437.0
936,18-Feb-14,626.77,12413800.0,14997.0,322.0
937,20-Feb-14,582.7,12422850.0,15075.0,494.0
938,22-Feb-14,603.98,12431150.0,15148.0,392.0
939,24-Feb-14,545.0,12440250.0,15222.0,428.0
940,26-Feb-14,585.38,12449025.0,15313.0,511.0
941,28-Feb-14,577.97,12458275.0,15391.0,460.0
942,2-Mar-14,559.88,12465700.0,15466.0,416.0
943,4-Mar-14,677.61,12472725.0,15562.0,373.0
944,6-Mar-14,657.02,12480800.0,15650.0,452.0
945,8-Mar-14,609.0,12489350.0,15728.0,445.0
946,10-Mar-14,621.99,12497575.0,15802.0,376.0
947,12-Mar-14,642.1,12505975.0,15887.0,364.0
948,14-Mar-14,636.47,12513675.0,15968.0,434.0
949,16-Mar-14,634.94,12522000.0,16031.0,408.0
950,18-Mar-14,627.0,12530075.0,16090.0,277.0
951,20-Mar-14,590.0,12538125.0,16159.0,480.0
952,22-Mar-14,557.0,12547050.0,16244.0,424.0
953,24-Mar-14,572.0,12557150.0,16312.0,321.0
954,26-Mar-14,585.7,12564875.0,16389.0,375.0
955,28-Mar-14,503.0,12573625.0,16470.0,360.0
956,30-Mar-14,449.02,12581625.0,16532.0,326.0
957,1-Apr-14,479.51,12590300.0,16604.0,334.0
958,3-Apr-14,446.31,12600125.0,16678.0,449.0
959,5-Apr-14,451.84,12609625.0,16749.0,394.0
960,7-Apr-14,447.74,12616825.0,16813.0,324.0
961,9-Apr-14,443.1,12624350.0,16892.0,353.0
962,11-Apr-14,427.99,12632450.0,16971.0,459.0
963,13-Apr-14,405.0,12641425.0,17029.0,362.0
964,15-Apr-14,489.91,12650850.0,17111.0,290.0
965,17-Apr-14,495.0,12658925.0,17194.0,475.0
966,19-Apr-14,499.9,12666900.0,17258.0,460.0
967,21-Apr-14,496.5,12675575.0,17321.0,328.0
968,23-Apr-14,487.3,12683800.0,17400.0,378.0
969,25-Apr-14,459.15,12691575.0,17482.0,437.0
970,27-Apr-14,440.1,12700200.0,17546.0,355.0
971,29-Apr-14,447.7,12708300.0,17618.0,337.0
972,1-May-14,460.01,12716150.0,17690.0,412.0
973,3-May-14,434.5,12724000.0,17753.0,438.0
974,5-May-14,427.83,12730925.0,17817.0,337.0
975,7-May-14,446.65,12739650.0,17897.0,446.0
976,9-May-14,452.02,12747700.0,17972.0,466.0
977,11-May-14,435.0,12756275.0,18034.0,378.0
978,13-May-14,438.95,12764450.0,18112.0,328.0
979,15-May-14,448.99,12772350.0,18192.0,388.0
980,17-May-14,449.08,12781475.0,18264.0,425.0
981,19-May-14,446.42,12789750.0,18334.0,346.0
982,21-May-14,494.87,12798675.0,18419.0,389.0
983,23-May-14,527.47,12806800.0,18501.0,408.0
984,25-May-14,575.0,12814775.0,18566.0,410.0
985,27-May-14,581.87,12822225.0,18643.0,295.0
986,29-May-14,568.0,12829925.0,18723.0,371.0
987,31-May-14,620.45,12837800.0,18793.0,459.0
